date,평균기온,최저기온,최고기온,강수 계속시간,일강수량,최대 순간 풍속,최대 순간 풍속 풍향,최대 풍속,최대 풍속 풍향,평균 풍속,풍정합,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,합계 일조 시간,시간당 최다일사량,합계 일사,일 최심적설,합계 대형증발량,안개 계속시간,PM10,PM2.5,O3,NO2,CO,SO2,187750,45060,83550,45520,22100,종합대기상태,종합대기지수,주오염물질,china_PM25
2016-02-05,-2.2,-6.8,3.4,,,8.3,340.0,5.4,340.0,2.5,2132.0,-14.8,17.0,39.4,2.0,1013.1,8.9,1.89,10.71,,,,39.0,17.0,0.02,0.036000000000000004,0.7,0.008,-0.006451613,0.007633588,0.001626016,0.010830325,-0.003311258,보통,59.0,이산화질소,55.2
2016-02-06,-3.1,-6.2,2.0,,,8.4,320.0,4.9,340.0,2.9,2472.0,-15.5,25.0,38.6,1.9,1012.6,9.8,1.91,12.22,,,,49.0,22.0,0.026000000000000002,0.023,0.7,0.008,,,,,,보통,59.0,미세먼지(PM10),34.9
2016-02-07,-2.9,-8.3,3.5,,,7.1,290.0,4.3,340.0,2.0,1719.0,-13.4,20.0,46.5,2.3,1012.0,9.8,1.96,12.44,,,,46.0,20.0,0.013999999999999999,0.04,0.8,0.006999999999999999,,,,,,보통,66.0,이산화질소,30.8
2016-02-08,1.3,-4.3,5.5,,,14.4,320.0,7.4,290.0,3.1,2693.0,-5.2,45.0,62.1,4.2,1004.8,2.8,0.94,5.55,,,,76.0,37.0,0.021,0.042,0.9,0.009000000000000001,,,,,,보통,87.0,초미세먼지(PM2.5),79.2
2016-02-09,0.3,-3.9,5.5,,,10.6,290.0,6.3,340.0,3.0,2605.0,-8.8,26.0,52.5,3.2,1011.3,9.5,2.0,11.45,,,,52.0,24.0,0.027000000000000003,0.022000000000000002,0.7,0.008,,,,,,보통,62.0,미세먼지(PM10),457.4
2016-02-10,2.7,-4.3,10.7,,,5.9,110.0,3.3,110.0,1.6,1359.0,-11.4,17.0,38.5,2.6,1015.2,9.8,2.02,12.74,,,,40.0,19.0,0.006999999999999999,0.055999999999999994,1.0,0.006999999999999999,,,,,,보통,93.0,이산화질소,46.6
2016-02-11,8.1,1.6,13.5,2.08,0.1,7.7,90.0,5.2,110.0,3.5,3002.0,-9.4,19.0,29.3,3.2,1013.7,4.6,1.48,7.87,,,,46.0,23.0,0.004,0.065,1.1,0.008,-0.025889968,-0.013100437,-0.016260163,-0.041509434,-0.026666667,나쁨,105.0,이산화질소,78.1
2016-02-12,8.4,6.8,10.0,24.0,18.0,9.1,90.0,6.2,90.0,3.2,2750.0,7.5,57.0,95.3,10.5,1006.9,0.0,0.19,1.1,,,0.67,31.0,18.0,0.005,0.055999999999999994,1.1,0.006,-0.02027027,0.040336133999999996,0.001485884,-0.007285974000000001,-0.013745704,보통,93.0,이산화질소,146.0
2016-02-13,11.0,5.8,14.4,14.1,21.0,10.8,270.0,6.9,270.0,3.3,2812.0,10.1,80.0,95.0,12.5,996.3,0.0,0.72,3.78,,,1.0,14.0,9.0,0.003,0.042,1.0,0.006,,,,,,보통,70.0,이산화질소,167.0
2016-02-14,-2.6,-6.8,5.8,9.0,2.5,11.8,270.0,6.5,290.0,4.6,4006.0,-6.9,54.0,73.1,3.9,1003.1,0.1,0.72,2.98,,,,28.0,14.0,0.023,0.015,,0.005,,,,,,좋음,38.0,오존,155.5
2016-02-15,-5.8,-10.0,-2.3,1.72,0.0,10.9,340.0,6.2,360.0,4.0,3452.0,-15.5,29.0,48.4,2.0,1010.4,9.8,2.22,14.52,,,,34.0,9.0,0.027000000000000003,0.018000000000000002,,0.005,0.007352941,0.014678898999999999,0.019400353000000002,0.004,0.004700353,좋음,45.0,미세먼지(PM10),14.0
2016-02-16,-2.7,-6.7,1.1,4.92,0.8,11.4,320.0,5.9,340.0,2.7,2342.0,-8.3,52.0,65.6,3.3,1007.7,3.2,1.04,5.58,1.2,,,28.0,14.0,0.017,0.032,0.5,0.006,0.014492753999999998,0.025773196,0.043402777999999996,0.005847953,0.003436426,보통,53.0,이산화질소,19.0
2016-02-17,0.0,-5.2,5.4,,,9.4,270.0,5.7,270.0,2.3,1947.0,-8.8,30.0,53.9,3.2,1013.5,10.0,2.19,14.42,,,,39.0,13.0,0.013999999999999999,0.035,0.5,0.006999999999999999,0.007194245,0.027350427000000004,0.0,0.01372549,-0.001128668,보통,58.0,이산화질소,23.3
2016-02-18,3.5,-1.4,7.8,,,11.9,250.0,7.6,250.0,3.2,2791.0,-2.2,51.0,66.4,5.3,1010.8,5.9,1.39,8.26,,,,47.0,20.0,0.016,0.043,0.6,0.008,0.007326007,-0.032986111,0.01836394,0.005524861999999999,0.015765766,보통,71.0,이산화질소,43.2
2016-02-19,2.3,0.1,4.4,,,8.0,290.0,4.1,320.0,1.7,1437.0,-6.3,28.0,56.4,4.0,1016.2,0.5,0.86,5.1,,,,77.0,35.0,0.008,0.047,0.9,0.008,-0.014760148,0.022641509,0.0034482759999999997,0.0,0.002232143,보통,82.0,미세먼지(PM10),64.7
2016-02-20,1.3,-2.5,6.3,,,10.9,320.0,6.3,340.0,2.9,2476.0,-12.1,23.0,37.1,2.5,1013.2,9.4,2.01,13.13,,,,42.0,13.0,0.021,0.03,0.4,0.006999999999999999,,,,,,보통,54.0,미세먼지(PM10),31.6
2016-02-21,-0.6,-4.2,4.4,,,12.0,340.0,6.1,320.0,2.9,2471.0,-14.0,23.0,36.4,2.1,1019.2,10.0,1.99,13.63,,,,26.0,10.0,0.028999999999999998,0.019,0.4,0.006,,,,,,좋음,48.0,오존,20.9
2016-02-22,1.1,-2.2,4.2,2.25,0.0,6.6,320.0,4.0,320.0,1.9,1626.0,-12.7,21.0,36.6,2.5,1019.4,0.0,0.9,5.76,,,,45.0,15.0,0.012,0.043,0.6,0.006999999999999999,-0.003690037,0.011450382,0.008605851999999999,0.019927536000000003,0.006711409000000001,보통,71.0,이산화질소,66.9
2016-02-23,0.7,-4.5,4.5,2.5,0.9,11.6,290.0,7.4,360.0,3.2,2794.0,-8.1,25.0,56.0,3.6,1019.0,9.1,2.3,14.55,0.3,,,53.0,30.0,0.022000000000000002,0.027000000000000003,0.5,0.006999999999999999,0.02189781,0.005660376999999999,0.008474576,0.014760148,0.005537099,보통,72.0,초미세먼지(PM2.5),117.7
2016-02-24,-3.0,-6.8,2.2,,,8.9,340.0,5.1,360.0,2.9,2484.0,-14.3,23.0,42.0,2.0,1022.4,10.3,2.24,15.48,,,,31.0,19.0,0.024,0.025,0.7,0.006,0.017182131,-0.003929273,-0.001658375,0.0,-0.003322259,좋음,50.0,초미세먼지(PM2.5),55.8
2016-02-25,-0.2,-5.8,5.7,,,13.5,250.0,6.9,270.0,2.7,2291.0,-9.7,30.0,49.9,3.1,1021.7,10.1,1.53,11.24,,,,47.0,27.0,0.018000000000000002,0.039,0.8,0.008,0.013888889,0.005747126,0.00676819,0.011131725,0.014380531,보통,66.0,초미세먼지(PM2.5),37.3
2016-02-26,2.2,-3.2,7.5,0.5,0.0,7.5,230.0,4.8,290.0,2.2,1933.0,-10.8,16.0,41.3,2.8,1017.3,10.4,2.27,15.23,,,,49.0,24.0,0.021,0.038,0.7,0.008,0.0,0.027522936,0.032786885,0.016853933,0.0,보통,63.0,이산화질소,40.3
2016-02-27,3.3,0.5,8.1,3.83,0.2,7.8,290.0,4.6,320.0,2.0,1744.0,-4.7,26.0,57.6,4.4,1013.7,6.3,2.11,11.21,,,,63.0,34.0,0.019,0.04,0.6,0.008,,,,,,보통,79.0,초미세먼지(PM2.5),35.1
2016-02-28,0.7,-2.6,6.9,4.0,4.1,9.3,70.0,5.3,50.0,2.1,1812.0,-5.7,31.0,65.5,4.1,1011.3,1.5,1.11,4.76,5.0,,,39.0,21.0,0.015,0.044000000000000004,0.6,0.006999999999999999,,,,,,보통,73.0,이산화질소,57.1
2016-02-29,-3.8,-5.9,-1.1,2.05,0.0,11.1,340.0,6.1,340.0,4.0,3434.0,-13.1,33.0,48.6,2.3,1014.4,8.6,1.69,10.38,4.3,,,55.0,24.0,0.028999999999999998,0.021,0.7,0.006999999999999999,0.013937281999999999,0.014897579,0.014851485,0.005535055,-0.003271538,보통,64.0,미세먼지(PM10),58.1
2016-03-01,-2.7,-7.5,2.1,,,8.8,250.0,5.2,320.0,2.5,2164.0,-12.8,27.0,47.3,2.5,1017.2,9.3,2.37,14.8,,,,32.0,16.0,0.026000000000000002,0.026000000000000002,0.7,0.006,,,,,,좋음,43.0,미세먼지(PM10),28.1
2016-03-02,3.1,-2.2,8.1,,,10.7,270.0,7.1,270.0,2.9,2479.0,-2.4,48.0,67.9,5.2,1014.1,5.4,1.59,8.08,,,,29.0,15.0,0.009000000000000001,0.045,0.8,0.006999999999999999,-0.034267913,0.0,-0.0015948960000000002,-0.012027491000000001,0.004338395,보통,75.0,이산화질소,83.4
2016-03-03,8.1,4.4,13.9,,,6.4,180.0,4.0,160.0,1.9,1619.0,1.6,43.0,65.1,6.9,1013.2,5.4,1.76,10.26,,,,86.0,36.0,0.009000000000000001,0.071,0.5,0.006999999999999999,0.003030303,0.021978022000000003,0.012678288000000001,0.014010508,0.0,나쁨,112.0,이산화질소,148.0
2016-03-04,13.2,6.4,20.3,1.03,0.1,7.2,200.0,4.3,110.0,2.7,2302.0,4.1,37.0,55.3,8.4,1013.4,9.8,2.22,14.61,,,,67.0,30.0,0.012,0.057999999999999996,0.5,0.006999999999999999,-0.003067485,0.009107468,0.006441224000000001,0.00528169,0.010638298000000001,보통,97.0,이산화질소,226.2
2016-03-05,11.3,9.1,13.5,10.87,40.0,11.6,320.0,6.0,340.0,2.6,2238.0,9.8,73.0,91.3,12.1,1007.9,0.0,0.25,1.16,,,,24.0,13.0,0.013999999999999999,0.031,0.4,0.006999999999999999,,,,,,보통,51.0,이산화질소,302.6
2016-03-06,7.9,4.3,12.9,2.92,0.2,8.9,90.0,5.6,340.0,2.8,2426.0,-3.9,16.0,51.0,5.0,1009.0,8.8,2.42,15.21,,,3.0,67.0,15.0,0.027999999999999997,0.019,0.4,0.008,,,,,,보통,74.0,미세먼지(PM10),281.3
2016-03-07,8.1,4.8,12.2,0.17,0.0,5.9,90.0,3.6,110.0,2.0,1690.0,-5.8,28.0,36.9,4.0,1007.6,0.8,0.62,4.36,,,,97.0,21.0,0.012,0.048,0.4,0.006999999999999999,-0.0028985509999999996,0.055267703,0.028037383,0.015025041999999999,0.0031217479999999997,보통,98.0,미세먼지(PM10),62.0
2016-03-08,2.7,-1.4,7.0,,,9.4,340.0,6.1,340.0,3.1,2658.0,-10.0,19.0,40.4,3.0,1012.3,2.0,1.57,8.54,,,,78.0,19.0,0.027999999999999997,0.021,0.2,0.006,0.0,0.018272425,-0.00462963,-0.007155635,0.005170631,보통,82.0,미세먼지(PM10),93.7
2016-03-09,0.3,-2.7,5.3,,,9.3,320.0,5.7,340.0,3.5,3044.0,-13.0,18.0,37.5,2.3,1013.2,9.9,2.51,17.09,,,,45.0,12.0,0.028999999999999998,0.015,0.4,0.006,0.0,0.005328596999999999,-0.00798722,0.0,0.0031347959999999996,보통,56.0,미세먼지(PM10),12.1
2016-03-10,-1.1,-4.3,3.1,,,11.1,340.0,6.5,340.0,3.2,2790.0,-14.4,20.0,37.8,2.0,1015.6,10.9,2.59,18.12,,,,33.0,12.0,0.026000000000000002,0.016,0.6,0.006999999999999999,0.002967359,-0.008865248000000001,-0.001597444,-0.005628518000000001,-0.002109705,좋음,43.0,미세먼지(PM10),17.0
2016-03-11,-0.5,-5.5,4.6,,,9.4,320.0,5.5,340.0,2.6,2224.0,-11.9,21.0,43.8,2.5,1014.7,11.2,2.57,18.25,,,,32.0,14.0,0.031,0.027000000000000003,0.4,0.004,0.002923977,0.006944444,-0.0031695720000000003,-0.005565863000000001,0.002096436,보통,51.0,오존,21.0
2016-03-12,2.0,-3.3,6.4,,,9.8,270.0,5.6,250.0,2.5,2200.0,-6.0,43.0,55.6,4.0,1014.1,5.8,1.67,9.56,,,,40.0,16.0,0.024,0.039,0.6,0.005,,,,,,보통,65.0,이산화질소,23.6
2016-03-13,3.7,1.9,6.5,2.0,0.1,6.2,270.0,3.6,320.0,1.6,1371.0,-1.7,54.0,68.1,5.4,1013.6,0.6,0.98,6.18,,,,53.0,28.0,0.034,0.035,0.6,0.006,,,,,,보통,66.0,초미세먼지(PM2.5),85.3
2016-03-14,4.7,1.3,9.6,,,7.1,340.0,4.9,340.0,2.6,2286.0,-4.1,31.0,57.0,4.6,1012.0,9.2,2.25,14.56,,,,53.0,33.0,0.04,0.027000000000000003,0.6,0.004,0.0058309040000000005,0.001697793,0.00933126,-0.005524861999999999,0.0,보통,77.0,초미세먼지(PM2.5),119.6
2016-03-15,5.2,-1.0,12.4,,,7.2,270.0,5.0,290.0,2.2,1934.0,-7.4,16.0,43.4,3.7,1012.8,8.9,2.45,16.25,,,,48.0,21.0,0.027000000000000003,0.046,0.6,0.006,0.005847953,0.0,0.0,0.0018552879999999999,0.0,보통,76.0,이산화질소,77.9
2016-03-16,7.5,2.7,13.8,,,7.8,340.0,5.0,340.0,2.0,1753.0,-5.0,19.0,45.1,4.4,1011.5,10.1,2.31,16.66,,,,53.0,24.0,0.024,0.057999999999999996,0.7,0.01,-0.0029154520000000002,0.0,0.01179941,0.007462687,0.0,보통,97.0,이산화질소,113.4
2016-03-17,9.3,2.0,14.7,,,5.3,340.0,3.2,320.0,1.4,1250.0,-3.8,18.0,40.9,4.8,1009.7,6.4,2.02,11.77,,,,64.0,31.0,0.009000000000000001,0.08900000000000001,1.1,0.006999999999999999,-0.008982036,0.016129031999999998,0.0,0.005780347,0.005213764,나쁨,131.0,이산화질소,201.2
2016-03-18,13.4,8.8,20.1,,,8.0,360.0,5.0,360.0,2.4,2071.0,2.8,32.0,50.0,7.5,1002.0,6.7,2.25,13.54,,,,53.0,29.0,0.024,0.065,0.9,0.006,0.02994012,0.006884682,0.0029498529999999997,0.003724395,0.00104712,나쁨,105.0,이산화질소,246.2
2016-03-19,11.4,6.6,18.1,,,8.1,320.0,4.8,340.0,2.5,2168.0,2.9,33.0,58.3,7.6,1004.2,10.6,2.43,16.37,,,,64.0,34.0,0.032,0.039,0.7,0.005,,,,,,보통,79.0,초미세먼지(PM2.5),274.0
2016-03-20,10.6,4.9,17.5,,,7.5,340.0,4.6,320.0,2.2,1867.0,0.9,29.0,54.0,6.5,1009.9,10.4,2.42,17.03,,,,74.0,37.0,0.025,0.051,0.8,0.008,,,,,,보통,87.0,초미세먼지(PM2.5),72.1
2016-03-21,9.9,5.5,16.1,,,8.6,320.0,5.4,320.0,2.2,1930.0,0.5,30.0,54.1,6.4,1012.3,10.8,2.38,16.83,,,,75.0,40.0,0.022000000000000002,0.063,0.9,0.006999999999999999,0.008746356,-0.005136986,0.004201681,0.007352941,0.026232949,나쁨,103.0,이산화질소,71.6
2016-03-22,8.0,3.5,13.8,,,8.8,360.0,5.0,320.0,2.5,2190.0,-1.2,20.0,58.1,5.8,1008.7,10.2,2.24,15.38,,,,62.0,37.0,0.027000000000000003,0.053,0.7,0.006,0.0,0.001748252,0.014224751,0.001869159,-0.004210526,보통,88.0,이산화질소,98.8
2016-03-23,8.2,3.8,13.8,,,10.4,360.0,5.9,340.0,2.9,2469.0,-3.2,22.0,49.6,5.0,1008.9,10.4,2.43,16.73,,,,67.0,35.0,0.034,0.034,0.7,0.005,-0.002932551,-0.041284404,-0.007052185999999999,0.0018214939999999999,-0.006302521,보통,82.0,초미세먼지(PM2.5),124.8
2016-03-24,7.2,1.6,12.7,,,8.1,320.0,5.4,320.0,2.4,2071.0,-7.3,20.0,36.5,3.6,1013.8,11.6,2.52,18.91,,,,35.0,18.0,0.033,0.03,0.5,0.004,-0.008474576,0.016949153,-0.005873715,0.0037593979999999997,-0.003164557,보통,53.0,오존,56.7
2016-03-25,7.1,2.1,12.6,,,6.5,290.0,4.4,250.0,2.2,1902.0,-5.1,25.0,43.9,4.2,1013.0,10.7,2.28,16.07,,,,63.0,30.0,0.026000000000000002,0.047,0.7,0.005,0.011594203,0.00172117,-0.005925926,-0.001901141,0.004219409,보통,78.0,이산화질소,20.0
2016-03-26,6.5,2.1,12.6,,,8.1,340.0,4.7,320.0,2.2,1927.0,-3.0,25.0,54.5,5.0,1010.8,9.2,2.51,15.3,,,,58.0,34.0,0.03,0.045,0.7,0.005,,,,,,보통,79.0,초미세먼지(PM2.5),27.4
2016-03-27,7.2,2.2,13.1,,,11.3,340.0,6.4,320.0,2.6,2232.0,-2.3,20.0,55.6,5.3,1009.7,11.1,2.3,17.19,,,,56.0,33.0,0.040999999999999995,0.039,0.7,0.006999999999999999,,,,,,보통,77.0,초미세먼지(PM2.5),33.3
2016-03-28,9.8,2.3,17.4,,,6.9,270.0,4.4,270.0,2.0,1756.0,-2.7,18.0,47.8,5.1,1010.6,11.3,2.44,17.82,,,,57.0,32.0,0.034,0.057,0.8,0.008,0.005882353000000001,-0.001663894,0.014534884,-0.009451796,0.002123142,보통,95.0,이산화질소,28.3
2016-03-29,11.3,7.6,17.1,1.17,0.1,12.7,290.0,6.6,250.0,3.2,2743.0,2.8,34.0,57.8,7.6,1007.6,5.9,2.2,12.55,,,,81.0,43.0,0.046,0.048,0.9,0.008,0.005899705,0.005110733,0.00443787,0.007532957,0.008385744,보통,97.0,초미세먼지(PM2.5),72.2
2016-03-30,11.5,7.0,18.3,,,8.8,340.0,4.9,290.0,2.2,1943.0,-0.4,21.0,49.9,6.2,1009.3,10.5,2.48,18.01,,,,77.0,37.0,0.032,0.046,0.8,0.006,0.011695906,0.0,0.018335683999999998,0.005576208,0.009375,보통,87.0,초미세먼지(PM2.5),76.6
2016-03-31,13.5,6.0,21.4,,,6.4,340.0,4.0,320.0,2.1,1801.0,-6.1,15.0,27.0,3.9,1006.2,9.8,1.98,15.57,,,,44.0,17.0,0.018000000000000002,0.067,0.9,0.006999999999999999,0.032448378,0.009917355,0.006993007,0.009225091999999999,0.005170631,나쁨,107.0,이산화질소,31.8
2016-04-01,15.3,7.3,23.8,,,8.1,340.0,5.3,340.0,2.0,1692.0,-4.7,15.0,26.0,4.3,1005.0,10.3,2.63,18.16,,3.0,,60.0,24.0,0.025,0.07,0.9,0.006999999999999999,-0.010126582,0.003344482,0.0,0.0018587360000000002,-0.00101626,나쁨,111.0,이산화질소,159.1
2016-04-02,15.0,9.6,21.7,,,9.8,290.0,5.6,320.0,2.3,1967.0,0.7,22.0,40.8,6.7,1007.9,9.0,2.36,16.99,,2.8,,67.0,32.0,0.038,0.06,1.0,0.006999999999999999,,,,,,보통,100.0,이산화질소,149.3
2016-04-03,10.7,8.2,12.7,8.43,2.0,8.9,50.0,5.4,20.0,1.7,1470.0,6.4,59.0,75.1,9.6,1007.6,0.0,0.45,3.23,,0.0,,40.0,24.0,0.027999999999999997,0.037000000000000005,0.7,0.004,,,,,,보통,61.0,이산화질소,20.8
2016-04-04,12.3,5.1,19.8,,,7.5,340.0,4.7,320.0,2.2,1892.0,-2.3,14.0,42.6,5.4,1003.1,11.2,2.73,20.8,,3.0,,26.0,11.0,0.021,0.042,0.7,0.004,0.008,-0.0049423390000000005,-0.001445087,0.0037664779999999998,0.004016064000000001,보통,70.0,이산화질소,25.4
2016-04-05,11.4,5.9,18.1,,,9.3,230.0,6.2,290.0,2.5,2161.0,-1.3,16.0,45.1,5.6,1006.1,11.6,2.69,20.04,,3.6,,52.0,18.0,0.03,0.045,0.7,0.006999999999999999,0.0,-0.0016835020000000001,-0.0041841000000000005,0.0,0.0,보통,75.0,이산화질소,58.4
2016-04-06,14.4,6.6,22.9,2.12,3.0,7.6,230.0,4.2,250.0,1.9,1603.0,0.1,15.0,44.3,6.4,1005.2,8.0,2.26,15.13,,1.5,,66.0,30.0,0.02,0.066,0.7,0.006999999999999999,0.0,0.007079645999999999,0.0,0.0,0.007619048000000001,나쁨,106.0,이산화질소,116.6
2016-04-07,14.1,10.5,20.6,6.95,7.5,10.7,290.0,6.2,320.0,3.0,2614.0,7.7,32.0,69.5,10.6,998.7,8.8,2.67,16.95,,2.1,,34.0,21.0,0.033,0.034,0.5,0.004,0.00982801,0.005300353000000001,0.006887051999999999,-0.001831502,-0.005681818000000001,보통,56.0,이산화질소,122.3
2016-04-08,11.1,7.8,18.7,,,11.7,290.0,6.1,320.0,2.5,2194.0,6.6,41.0,76.1,9.8,1005.0,9.2,2.65,18.15,,2.5,,70.0,36.0,0.027999999999999997,0.039,0.5,0.004,0.0,0.005272408,-0.0028490029999999997,-0.007462687,0.0,보통,85.0,초미세먼지(PM2.5),179.9
2016-04-09,10.7,7.4,14.1,,,5.6,340.0,3.5,340.0,1.8,1534.0,8.0,74.0,83.9,10.8,1003.8,0.0,0.81,4.52,,0.3,,109.0,53.0,0.018000000000000002,0.047,0.8,0.005,,,,,,나쁨,174.0,초미세먼지(PM2.5),22.8
2016-04-10,13.4,9.3,20.7,,,9.2,320.0,6.1,320.0,2.1,1795.0,8.0,46.0,71.3,10.9,1002.8,5.0,2.41,14.02,,2.9,,125.0,67.0,0.036000000000000004,0.038,0.9,0.005,,,,,,나쁨,220.0,초미세먼지(PM2.5),74.2
2016-04-11,12.5,5.7,19.4,,,8.1,90.0,5.0,110.0,2.4,2099.0,-0.5,18.0,43.8,6.0,1008.4,12.0,2.75,21.04,,4.0,,49.0,21.0,0.027999999999999997,0.039,0.4,0.003,0.015037594,0.021089631,0.002967359,-0.005660376999999999,0.016423358,보통,65.0,이산화질소,65.7
2016-04-12,14.1,10.3,19.4,,,8.1,110.0,5.1,320.0,2.3,1963.0,1.4,26.0,42.6,6.8,1004.5,7.8,2.41,15.36,,1.7,,59.0,27.0,0.027999999999999997,0.042,0.5,0.004,0.0,0.012345678999999998,-0.004538578,0.0,0.010582011,보통,70.0,이산화질소,53.2
2016-04-13,15.6,11.4,21.4,7.5,1.0,5.6,320.0,3.6,320.0,1.7,1446.0,9.3,38.0,67.5,11.8,996.4,6.8,2.16,13.86,,1.6,,57.0,30.0,0.019,0.054000000000000006,0.7,0.004,,,,,,보통,90.0,이산화질소,80.0
2016-04-14,12.4,9.3,18.6,,,7.3,320.0,4.9,320.0,2.6,2217.0,7.9,48.0,75.9,10.6,1002.4,6.5,2.72,14.06,,1.8,1.0,59.0,31.0,0.013999999999999999,0.049,0.6,0.004,0.002506266,0.007005254,0.013452915,0.001872659,0.008802817,보통,81.0,이산화질소,172.3
2016-04-15,15.0,8.1,23.1,,,9.6,320.0,5.6,320.0,2.6,2259.0,2.5,23.0,46.4,7.3,1008.5,11.5,2.75,20.94,,3.0,,55.0,26.0,0.031,0.044000000000000004,0.6,0.004,-0.004975124,-0.0017953320000000002,0.0,0.0,0.003395586,보통,73.0,이산화질소,72.3
2016-04-16,14.9,9.8,20.7,11.17,23.5,10.9,90.0,7.3,110.0,2.9,2535.0,5.8,26.0,58.9,9.8,996.6,2.8,1.55,7.23,,0.3,,54.0,25.0,0.017,0.06,0.6,0.004,,,,,,보통,100.0,이산화질소,57.8
2016-04-17,10.8,8.3,14.5,5.67,20.5,16.7,290.0,8.0,320.0,4.7,4077.0,4.3,35.0,66.8,8.6,993.8,6.9,2.54,13.8,,2.0,,48.0,16.0,0.038,0.02,0.5,0.003,,,,,,보통,58.0,미세먼지(PM10),73.8
2016-04-18,11.2,7.1,18.6,2.13,1.5,15.0,270.0,7.6,270.0,3.1,2656.0,4.0,25.0,65.4,8.2,1003.8,9.2,2.79,18.4,,3.8,,67.0,23.0,0.028999999999999998,0.035,0.5,0.004,0.0050761420000000005,-0.001788909,0.0,0.0,0.0,보통,74.0,미세먼지(PM10),21.3
2016-04-19,12.0,6.5,19.2,,,8.0,340.0,5.1,320.0,2.2,1878.0,2.5,26.0,55.1,7.4,1012.1,12.0,2.82,22.1,,3.2,,46.0,20.0,0.031,0.032,0.5,0.003,0.00257732,-0.005366726,0.0044977509999999995,0.0019267820000000001,0.013986014,보통,57.0,미세먼지(PM10),19.1
2016-04-20,14.3,10.1,20.9,7.2,0.5,9.5,250.0,5.5,250.0,2.1,1817.0,4.5,24.0,54.0,8.6,1008.3,5.3,2.43,13.4,,1.5,,65.0,30.0,0.017,0.055999999999999994,0.7,0.004,0.0,-0.001792115,0.0,0.007648184000000001,-0.00174216,보통,93.0,이산화질소,67.9
2016-04-21,13.5,10.3,16.9,11.83,17.0,7.9,90.0,5.2,110.0,2.8,2404.0,11.4,61.0,87.6,13.5,996.2,0.0,1.08,6.09,,2.5,,26.0,16.0,0.026000000000000002,0.036000000000000004,0.5,0.003,0.0,0.0,0.0,0.003868472,0.010273973,보통,59.0,이산화질소,67.5
2016-04-22,13.5,10.1,18.6,0.5,0.0,9.3,320.0,5.8,320.0,2.6,2209.0,10.6,64.0,83.4,12.8,999.0,2.0,1.51,7.77,,1.1,,81.0,47.0,0.024,0.04,0.7,0.003,0.01312336,0.009487666,-0.004411765,0.0019417479999999999,-0.008503400999999999,나쁨,109.0,초미세먼지(PM2.5),113.7
2016-04-23,13.5,7.8,19.8,,,8.3,320.0,5.1,340.0,2.1,1826.0,1.8,14.0,52.1,7.4,1003.4,7.9,2.27,16.76,,2.0,,210.0,43.0,0.024,0.036000000000000004,0.6,0.003,,,,,,매우 나쁨,260.0,미세먼지(PM10),72.0
2016-04-24,15.5,8.1,23.7,,,8.8,320.0,5.6,320.0,1.9,1636.0,0.1,13.0,39.6,6.3,1005.0,11.4,3.0,22.59,,1.3,,153.0,28.0,0.028999999999999998,0.035,0.5,0.003,,,,,,나쁨,190.0,미세먼지(PM10),23.5
2016-04-25,17.2,10.2,25.3,,,7.5,340.0,4.6,340.0,1.7,1492.0,0.3,14.0,34.8,6.3,1007.4,11.9,2.71,21.21,,2.1,,78.0,24.0,0.021,0.055,0.7,0.004,0.002638522,0.010948905,0.017647059,0.019267823,0.0017271160000000001,보통,92.0,이산화질소,77.1
2016-04-26,21.1,12.1,29.6,,,7.4,90.0,4.7,110.0,2.0,1689.0,4.2,18.0,34.8,8.3,1004.1,9.9,2.7,19.74,,3.0,,81.0,31.0,0.033,0.045,0.7,0.004,0.007792208,0.018939394,-0.007352941,0.007518797,0.006872852,보통,85.0,미세먼지(PM10),97.0
2016-04-27,17.2,14.5,20.7,,,8.5,110.0,5.4,110.0,3.6,3071.0,0.1,23.0,32.0,6.2,999.3,0.0,1.37,8.39,,1.8,,54.0,19.0,0.037000000000000005,0.032,0.5,0.003,0.0025,-0.0019047620000000002,-0.004477612,0.0,-0.008561644,보통,63.0,미세먼지(PM10),85.4
2016-04-28,17.2,12.4,23.0,,,7.3,110.0,4.4,290.0,2.0,1710.0,1.1,22.0,34.4,6.7,997.3,9.4,2.43,18.95,,3.9,,60.0,20.0,0.033,0.036000000000000004,0.5,0.003,0.012722646,0.038240918,0.011976048000000001,0.001838235,0.012367491000000001,보통,68.0,미세먼지(PM10),72.3
2016-04-29,16.2,10.9,22.6,0.23,0.3,7.5,290.0,4.9,320.0,2.5,2181.0,4.7,31.0,47.6,8.6,1001.5,11.6,2.83,21.79,,4.0,,64.0,27.0,0.035,0.039,0.6,0.004,-0.016949153,-0.0019193860000000001,0.0,0.007490637,-0.0034482759999999997,보통,71.0,미세먼지(PM10),91.1
2016-04-30,15.9,10.8,20.4,,,12.0,290.0,6.5,270.0,2.8,2399.0,3.8,33.0,45.3,8.1,1001.4,1.5,1.34,8.93,,1.5,,76.0,34.0,0.054000000000000006,0.034,0.7,0.006999999999999999,,,,,,보통,81.0,미세먼지(PM10),120.7
2016-05-01,18.8,12.2,26.0,,,9.8,230.0,5.2,290.0,2.2,1926.0,4.0,16.0,40.5,8.4,1003.5,6.8,2.48,17.07,,2.8,,45.0,20.0,0.045,0.032,0.6,0.005,,,,,,보통,63.0,오존,146.6
