"품목별","항목","단위","2000. 01 월","2000. 02 월","2000. 03 월","2000. 04 월","2000. 05 월","2000. 06 월","2000. 07 월","2000. 08 월","2000. 09 월","2000. 10 월","2000. 11 월","2000. 12 월","2001. 01 월","2001. 02 월","2001. 03 월","2001. 04 월","2001. 05 월","2001. 06 월","2001. 07 월","2001. 08 월","2001. 09 월","2001. 10 월","2001. 11 월","2001. 12 월","2002. 01 월","2002. 02 월","2002. 03 월","2002. 04 월","2002. 05 월","2002. 06 월","2002. 07 월","2002. 08 월","2002. 09 월","2002. 10 월","2002. 11 월","2002. 12 월","2003. 01 월","2003. 02 월","2003. 03 월","2003. 04 월","2003. 05 월","2003. 06 월","2003. 07 월","2003. 08 월","2003. 09 월","2003. 10 월","2003. 11 월","2003. 12 월","2004. 01 월","2004. 02 월","2004. 03 월","2004. 04 월","2004. 05 월","2004. 06 월","2004. 07 월","2004. 08 월","2004. 09 월","2004. 10 월","2004. 11 월","2004. 12 월","2005. 01 월","2005. 02 월","2005. 03 월","2005. 04 월","2005. 05 월","2005. 06 월","2005. 07 월","2005. 08 월","2005. 09 월","2005. 10 월","2005. 11 월","2005. 12 월","2006. 01 월","2006. 02 월","2006. 03 월","2006. 04 월","2006. 05 월","2006. 06 월","2006. 07 월","2006. 08 월","2006. 09 월","2006. 10 월","2006. 11 월","2006. 12 월","2007. 01 월","2007. 02 월","2007. 03 월","2007. 04 월","2007. 05 월","2007. 06 월","2007. 07 월","2007. 08 월","2007. 09 월","2007. 10 월","2007. 11 월","2007. 12 월","2008. 01 월","2008. 02 월","2008. 03 월","2008. 04 월","2008. 05 월","2008. 06 월","2008. 07 월","2008. 08 월","2008. 09 월","2008. 10 월","2008. 11 월","2008. 12 월","2009. 01 월","2009. 02 월","2009. 03 월","2009. 04 월","2009. 05 월","2009. 06 월","2009. 07 월","2009. 08 월","2009. 09 월","2009. 10 월","2009. 11 월","2009. 12 월","2010. 01 월","2010. 02 월","2010. 03 월","2010. 04 월","2010. 05 월","2010. 06 월","2010. 07 월","2010. 08 월","2010. 09 월","2010. 10 월","2010. 11 월","2010. 12 월","2011. 01 월","2011. 02 월","2011. 03 월","2011. 04 월","2011. 05 월","2011. 06 월","2011. 07 월","2011. 08 월","2011. 09 월","2011. 10 월","2011. 11 월","2011. 12 월","2012. 01 월","2012. 02 월","2012. 03 월","2012. 04 월","2012. 05 월","2012. 06 월","2012. 07 월","2012. 08 월","2012. 09 월","2012. 10 월","2012. 11 월","2012. 12 월","2013. 01 월","2013. 02 월","2013. 03 월","2013. 04 월","2013. 05 월","2013. 06 월","2013. 07 월","2013. 08 월","2013. 09 월","2013. 10 월","2013. 11 월","2013. 12 월","2014. 01 월","2014. 02 월","2014. 03 월","2014. 04 월","2014. 05 월","2014. 06 월","2014. 07 월","2014. 08 월","2014. 09 월","2014. 10 월","2014. 11 월","2014. 12 월","2015. 01 월","2015. 02 월","2015. 03 월","2015. 04 월","2015. 05 월","2015. 06 월","2015. 07 월","2015. 08 월","2015. 09 월","2015. 10 월","2015. 11 월","2015. 12 월","2016. 01 월","2016. 02 월","2016. 03 월","2016. 04 월","2016. 05 월","2016. 06 월","2016. 07 월","2016. 08 월","2016. 09 월","2016. 10 월","2016. 11 월","2016. 12 월","2017. 01 월","2017. 02 월","2017. 03 월","2017. 04 월","2017. 05 월","2017. 06 월","2017. 07 월","2017. 08 월","2017. 09 월","2017. 10 월","2017. 11 월","2017. 12 월","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월",
"기타 전기기계장치,기기와 동 전기부속품(가전장비 비전기식 대조물 포함)","수출액","천달러","2341651","2188814","2494354","2443233","2643337","2808243","2800854","2943219","3003622","2898356","2756809","2513481","2248463","2142213","2099334","1835790","1822661","1717855","1522309","1589639","1723685","1666968","1771923","1553133","1717728","1584507","1945919","1910348","1987431","1966292","2090521","2059687","1998955","2237268","2172390","2023324","2249528","1876805","2160532","2156116","2069256","2148303","2352369","2406342","2640918","2968715","2765278","2809829","2581905","2788617","3111397","3103436","3140112","3143496","3166425","3054744","3125442","3304754","3205453","2933108","3148207","2983973","3486198","3390248","3489183","3602730","3625975","3631992","3772113","3873346","4072881","3866042","3740967","3615647","3968957","3765005","3919197","3932336","3869217","4034031","4371965","4303758","4766288","4258533","4064010","3600516","4134396","3836705","3856553","4158842","4333662","4560798","4369521","4855687","4879989","4312088","4224746","3778211","4375566","4291452","4421742","4502044","4689131","4338085","4524017","4146165","3262463","2626613","2402888","2639335","3085185","3641312","3690581","4028951","4237952","4263349","4862806","4923987","4789277","4934470","4564687","4587640","5619672","5703848","5917183","6192948","6420108","6274847","6367485","6356143","5962233","6227456","5992585","5183409","6551234","6253876","6366532","6396867","6257750","6397931","7159516","7152607","6843467","7014345","6118229","6424369","6990618","6402067","7037028","7122178","6868457","7162396","7798742","7979972","8072725","7576065","7237304","6564446","7900249","7713333","8481878","7885779","8187253","8299719","8838853","9193038","8315483","8090667","7251493","7091984","8352563","8119006","7769229","8018569","7610479","7927963","8997238","9147771","8670597","8787466","8084564","7238021","8433460","8256626","7797484","8106566","8229198","8173629","8707181","8530492","7704161","7437024","6932305","6604952","8129731","7290055","7568581","8039837","7876956","8495676","8774574","8585670","8805730","8951987","8915652","9185237","10657248","9968876","10360449","10972357","10749690","11841730","13254256","12635792","12979987","12840504","12530495","11373752","13724847","12352828","13139427","13513104","13356064","14696684","15213266","14574674","12292313","10145490","9525301","8457906",
"기타 전기기계장치,기기와 동 전기부속품(가전장비 비전기식 대조물 포함)","수입액","천달러","2102261","2061388","2435049","2188170","2271128","2234425","2291853","2426327","2442159","2559828","2516139","2332611","2126363","2019471","2055537","1776440","1782597","1766412","1743813","1805426","1811704","1991250","1993050","1744454","1778818","1660204","1973580","2016820","2023092","1947957","2181663","2241622","2319484","2480761","2558371","2392720","2322117","2322787","2804719","2459490","2285972","2347541","2498261","2492339","2729381","3123689","2891193","3019211","2779965","2895686","3202339","3171344","2981873","3094302","3099056","3012499","2996836","3361843","3134909","2993999","3045275","2663951","3223738","3114432","3153445","3161697","3214797","3393828","3525421","3593383","3629635","3387341","3270843","3196143","3610205","3321507","3397012","3454076","3369320","3549741","3813554","3727618","3701784","3365050","3671274","3240207","3885329","3798265","3641441","3523155","3729349","3927393","3709652","4565881","4391023","4005120","4188428","3779503","4303251","4508637","4240714","4205568","4475713","4358390","4579060","4295071","3078800","2642343","2727933","2671580","3144998","3479878","3392132","3638696","4038406","3867032","3924499","3839528","3568169","3620124","3562873","3310449","4048937","3979051","3842040","4111651","4419842","4193118","4169024","4344909","4433369","4440989","4391691","3660062","4478489","4262536","4482668","4345969","4535283","4735403","4555586","4708173","4502230","4522234","4229484","4256941","4532312","4227198","4452032","4324337","4469487","4379066","4808719","5266191","4770318","4414827","4721891","3954832","5012850","5071137","5304687","4779370","4899909","4788147","5152188","5706584","4992245","4702673","4610488","4166557","4971454","4843448","4350174","4704314","4848822","4636760","5239687","5091441","4828484","5314937","5123769","4396609","5040461","4938168","4385257","4699337","4904498","4731052","5114812","5226147","4875351","4471203","4206826","4264715","4960993","4344194","4376154","4495948","4512559","4589472","4446357","4605591","4759161","4980937","4545798","4373018","5468134","4619758","4918970","4862603","4943965","5349224","5650265","5411118","5436754","5133866","5302754","4710595","5520665","5271494","5139585","5273648","5491682","5388866","4910841","5673024","5383246","5424063","5315977","4308372",
"도로주행 차량","수출액","천달러","977832","1120978","1322085","1070220","1291791","1246755","1320179","1259523","1416056","1574765","1412627","1423318","1006005","1086260","1341280","1192017","1356181","1422643","1202582","1290349","1445865","1367719","1461751","1190435","1307632","1083533","1356755","1404927","1462395","1002384","1326011","1469846","1423881","1809446","1778142","1773013","1520930","1486241","1661071","2011414","1885659","1840159","1283976","1467419","2029404","2637483","2467121","2609664","1792978","2384336","2624582","2675287","2526218","2773616","2486528","2248123","2654833","2936890","3303413","3553124","2999052","2442624","3356651","3295294","3095227","3325586","3133083","2574660","2566296","3155681","3658892","3707806","3186401","3167834","3930114","3487067","3679919","3809687","2459398","2541197","4217380","3494429","4397251","4047736","3537439","3310865","4259190","4372471","4322822","4313498","3721647","3582147","3622515","4762067","4823152","4330732","4242900","3645448","4612456","4724892","4540078","4455806","3941082","3260613","3303512","4321435","3993823","3057179","1857496","2316830","2576032","2798903","2543355","2928259","3139218","2554281","3782590","3738009","4012189","4047486","3475769","3454922","4423245","4561448","4421064","4749252","4716282","3861746","4217999","5082677","5104241","5140333","4935740","4330248","5501903","5458842","5474716","6187940","5817466","4996422","5686818","5836016","6214408","6340860","5029463","6335857","6482606","6036892","5839427","6354279","5677056","4304842","5431703","5635723","6498461","6026689","6214486","5576977","6047517","6053130","6204718","6114211","5556098","5546030","4899025","6793989","6559174","6761205","6069918","5857725","6621842","6902104","6102075","5979609","6549102","4746462","5045682","6128592","6087630","6766281","5777680","4975255","6309023","6457519","5527011","6233206","6048413","4239140","5069591","5845166","5742916","6240658","4649969","4602575","5881416","5293676","5187727","5684107","5245299","3851475","4353915","5208844","5830218","6386358","4541155","5045333","5981762","5525563","5085640","5514999","5254368","4401273","5638954","4200654","5712114","4481456","4798372","4242630","5407912","5276631","5292241","5160207","4859017","4422191","4455795","5751560","5619070","5297501","5419478","4279330",
"도로주행 차량","수입액","천달러","115544","114806","128442","109210","137806","129872","142004","132658","136726","140640","134219","137823","113010","119315","136761","136838","149570","142706","146879","141774","152831","153120","142053","131930","150402","124622","174216","216090","232607","207958","230223","286252","201224","211238","218912","246153","250466","213580","285338","262701","245884","251298","212606","203242","239808","260856","263924","279551","235259","236473","295553","299631","263609","316864","261973","250964","268803","287300","303821","340030","270457","230198","323152","327721","310728","327348","320685","334027","326758","344072","382764","465096","292993","335480","434095","404729","432792","463152","398031","392900","473757","417815","498896","499519","438349","406195","544755","521184","540499","547172","522270","549060","485021","616032","630513","618101","552792","528758","677436","689278","617469","664435","657830","677702","590453","517684","383215","352935","318493","282129","361445","362754","330332","494067","364411","479669","560825","489254","587129","606475","533889","494031","638982","618654","648938","669373","617586","715924","685025","632247","723114","714281","735775","719215","893496","700046","769734","713757","858056","756863","779076","701944","734738","661780","687353","614376","794820","699967","800786","669031","799539","748522","796145","761985","806370","1001617","794716","649586","793441","849321","786035","750490","980902","869394","843384","964839","1029989","927010","863102","945574","1047926","1147940","1055678","1036275","1224112","1087277","1078452","1071673","1171839","1328071","1069656","1036731","1368757","1310220","1229199","1260708","1240686","1342018","1120913","1133557","1200410","1590493","1224456","989979","1182350","1432685","1396608","1643012","1054936","1295596","1214488","1153670","1315815","1143752","943004","977950","1414426","1235493","1360460","1544936","1255378","1245223","1224431","1249189","1652966","1509320","1378273","1195815","1750189","1411015","1543335","1529820","1340363","1447721","887132","1436512","1432251","1397046","1186126","977258",
"기타 수송장비","수출액","천달러","361114","886303","857233","788930","709791","858044","501891","637400","589045","638581","892605","1225182","1160774","1101658","977179","635412","1101366","1043259","607036","647085","543661","844729","575637","992074","586782","905266","868709","708973","1182308","954459","583893","944458","1015317","631850","1151836","1508043","1141337","628339","1007733","1344327","845935","1405812","800612","1004252","1038205","542008","795812","1090887","2628318","986242","861133","1458469","830278","1977195","1090368","1030838","919068","1107166","1301502","1634560","1984834","1952270","969166","1479076","1539134","1351798","1053556","1316344","1406929","1672847","1165010","1725562","1314089","1939271","1659746","2057894","2420907","2079177","1688438","1479230","1140671","2185285","2275785","2050211","2327070","1801460","2250872","2346010","3138035","3664765","1232874","1533742","1620574","1882102","2796514","2939553","2171945","2793947","2540042","3415243","4714207","2888936","3482246","3776192","3640231","4085480","3726063","4935822","2419456","4122719","3908227","4511019","3596326","4773955","3173916","2532708","3420316","3718754","3565029","3850149","1848448","4719326","3224098","4143334","4329476","6266917","4320915","2347057","4619961","4772930","3330138","4695137","6711989","4138572","5363611","6197167","5102134","4056416","4887012","4236054","3096250","4220342","3563182","4210459","3809565","4551047","4106761","4798805","4153431","4243190","2126317","2800512","1630639","2976622","1934619","2648047","2969306","2660197","3333613","2620879","2769056","4589401","2623364","3572296","2800357","3338241","2569265","4149425","2939206","2445143","3265545","3188295","3517760","4865072","2266054","3610570","3331285","4539838","2562043","3865315","4420076","5287624","3673598","2907234","2336530","4004208","3541771","1801625","2704418","1840248","5814120","2639547","2776517","2782549","2694887","3617913","2006186","5262586","2027304","3338308","2345469","2644957","3661870","2330685","2262906","2204971","3055541","7238086","2647003","7426397","6187392","2563380","3180137","3415717","972895","2625514","2556214","2569569","2132047","2040545","934603","1429466","1728425","746181","1738637","1756937","2167236","3331190","1879804","1437038",
"기타 수송장비","수입액","천달러","104295","189228","210882","82374","158972","129555","82498","120204","68913","119681","75123","75576","141072","81347","93466","47150","63528","77646","64211","191060","168721","95340","74762","178696","80979","126165","68396","101093","70872","122047","239547","113451","53604","112946","79861","82448","97043","58158","97777","73387","55648","230146","154814","58117","41671","158254","124195","55223","42021","166160","68325","146462","374826","178192","123220","240486","179418","162278","106716","273950","119780","62624","121782","71630","169380","375213","351970","276367","145127","171150","488016","257120","338488","325967","268908","192295","204224","290902","281476","451862","376179","237012","392132","341162","188811","103945","200875","400051","545500","592601","259383","504237","317199","407958","414294","662074","444860","169096","310402","597977","655520","146319","477317","282516","573626","885717","558471","323435","214700","517003","284174","441292","539606","178101","407306","251191","559889","250056","549033","271567","346629","383105","344215","386111","485278","799463","686811","525726","428989","721801","713095","484504","323613","271425","580241","239677","671423","709033","635172","1011803","431507","346918","793469","354165","265355","904631","576867","487980","383433","552916","543206","337603","440608","382537","267981","513130","396026","394474","710364","294915","503115","421298","425623","535067","117634","480742","213185","341275","184923","264903","363934","348584","647948","557472","877209","220124","376103","205366","479526","397616","231524","398470","306425","201646","691205","696632","693891","485830","800613","838047","376371","467837","398093","286780","205413","240758","788993","845360","499087","460567","292320","591786","614044","773169","346706","383930","295123","537462","314711","236247","419518","406625","179119","155137","183633","238687","206900","495263","621445","277132","235892","463850","612422","350946","302016","247182","468466","419667","272532","165457",
"조립식건축물:달리 명시되지 않은 위생,연관,난방,조명장치 및 부착물","수출액","천달러","6851","6369","7097","7654","7592","9611","9564","8625","8745","11382","9419","8734","10041","6613","6443","8119","7154","11764","8091","7206","9808","8161","8691","8197","6953","5671","7449","6685","8385","7924","8228","8270","10674","10995","9655","9138","8373","8026","8143","8196","9590","9978","11043","11532","13924","14136","10176","11478","9453","10539","12178","13165","11819","13124","14063","14031","14528","14516","13902","15230","8478","8478","11385","10854","12039","10135","13220","12126","17952","15201","15452","14401","11370","10493","12212","11662","14806","17065","14269","16347","20550","16663","14281","14967","15530","11023","16389","13169","15993","18442","18622","17808","17419","19337","21902","18346","14144","13547","22046","20879","18012","22435","26183","22099","29715","22095","14470","21320","12228","13526","16729","17969","15528","25943","24598","21728","26044","30352","19511","29510","13143","19856","22365","23368","29019","37632","52016","36537","35651","47274","38683","35712","37561","27843","41515","54096","57823","76315","93103","70773","90822","76512","74845","70521","63632","77734","76861","85163","98076","94420","115041","117786","113225","113435","108306","96899","91820","92207","102901","106782","118987","107694","137900","136820","134598","142620","125612","121229","110240","89014","116728","139006","129286","125550","141254","116742","121147","135930","95928","111851","85747","67527","82385","91378","86954","91297","110528","93799","101753","100767","102557","83230","70288","75111","86823","77775","69447","88416","87555","84511","95881","92220","85661","78691","47582","57769","75072","66351","57285","71035","69720","63686","82930","55109","66991","66242","49546","53202","54717","54193","66190","72964","75255","63286","59192","70641","80380","79186","64545","50598",
"조립식건축물:달리 명시되지 않은 위생,연관,난방,조명장치 및 부착물","수입액","천달러","6557","10700","11580","9627","9063","8749","8712","12319","9946","12425","11970","10293","7496","7746","9671","10264","9147","9345","10190","11218","11550","10855","11877","11303","11343","8240","13566","15861","16288","13660","13062","14747","14023","14744","18344","14937","13314","16496","16839","17399","15815","16805","17205","16525","14809","16989","17327","19766","14157","15516","17843","19502","19338","19452","18284","19673","17450","18097","17891","23169","15023","11980","22238","20786","22329","21193","19411","21965","20765","21662","24316","26342","19320","14978","22580","23737","25617","25679","22984","25841","28141","25624","29571","29887","24488","25337","24020","32531","30117","30477","30709","30489","26977","32978","32829","33304","29805","24000","29423","34192","31161","39471","35981","32349","32289","35946","25344","35493","24566","17890","22543","26339","25449","31511","31053","26108","30084","25811","30638","34391","28223","25203","25895","36959","35297","34048","32117","28955","31980","32114","35569","35221","35414","24620","36327","32777","38277","37435","43959","44017","38273","39038","43850","45757","47824","28652","36273","38175","43193","37126","43178","43536","37666","39197","41101","40704","40996","29170","34453","42683","44197","43252","49454","111732","46421","49880","52670","63352","54514","41540","55275","61577","68107","52938","58192","53407","58668","62948","55559","63058","61875","53554","44633","68254","62505","66583","67685","61625","57049","77593","71599","68185","209452","53870","55249","63462","66450","68071","62231","67619","60216","62741","76625","70478","61882","45929","62058","63328","70246","67743","66944","64485","61070","55259","75659","77120","68585","60590","48174","66656","77673","65793","67120","65713","64352","73579","75054","73709","84562","47415",
"가구 및 부분품:침대,메트리스지지물,쿠션 및 유사한 속을 부풀게 한 기구","수출액","천달러","15372","16018","21976","19192","20652","21538","20581","18441","18186","17563","19601","19904","16504","21113","19532","17483","17973","18646","18612","15012","17645","13578","16421","17283","14831","15827","16068","17732","18686","16324","16812","17239","17876","20369","19507","18446","17249","14066","17613","16567","17232","16783","30633","19049","23061","28067","24192","22411","18427","22333","25411","27331","25499","28467","28815","21453","26764","27084","32482","33601","30871","28314","35699","37783","38428","37069","41767","37209","40989","39559","45782","41950","38452","47242","52664","47418","46752","57004","45623","42885","65535","54699","59153","55552","50795","44733","56565","54213","52519","56272","60099","50207","44741","53632","60124","55074","50129","45331","55054","57098","56684","54919","55883","42473","47477","55100","46546","37907","32725","34705","39077","102929","36876","42936","50871","41383","56299","51405","55200","59917","52235","50730","58526","60772","53768","58151","61893","49979","53473","67903","63418","70601","65271","60810","85477","75556","71127","77543","84285","79109","78947","74089","83299","81363","65316","82288","86120","83395","85324","79902","100029","89313","96022","88653","104740","94005","101186","90653","95778","99580","94486","86208","106409","98724","94241","107819","93474","98823","99696","88408","98347","104381","93470","95942","108026","84589","89930","97542","84726","94726","92873","75083","97546","97578","80465","81384","83743","72615","87385","95623","82412","94566","82641","76534","95164","87053","84218","93961","110092","86633","98704","102988","105954","104812","89496","93656","105147","100179","90912","97140","95819","91561","112292","81210","100951","89233","82635","83852","97902","100719","101693","99246","111544","98521","90132","107759","115720","102336","111255","80987",
"가구 및 부분품:침대,메트리스지지물,쿠션 및 유사한 속을 부풀게 한 기구","수입액","천달러","16829","15509","22473","19867","19469","19353","19061","23139","20605","20224","21015","18491","16190","15908","21635","21209","24132","19295","20341","23902","23440","23835","26271","24629","25770","20765","29462","34241","34882","31917","34984","38673","40091","47729","46751","45669","41329","34351","46037","48987","46644","45178","45392","39567","45575","50333","48901","55078","49853","37880","55840","52649","46978","51399","49961","47535","47234","55123","59670","62222","61914","47790","66981","76767","77177","77051","72793","77986","77122","90701","100303","88037","82323","74411","111263","111857","118673","110619","94989","102552","122380","117234","141790","127108","128979","110644","111648","137119","143276","129037","120066","121239","118350","156879","157861","146193","137512","101608","130608","149043","133925","131699","129720","121157","131321","127791","103686","97926","77412","60103","78058","85157","80832","93651","98699","95078","106616","102016","115349","126832","110771","98205","114332","143258","130603","130690","116918","126683","122664","131996","148732","122007","132192","98477","125176","135930","143533","142633","133671","140786","137981","139542","137785","126654","124662","97844","133446","136048","141346","133552","130577","126399","130601","143206","145714","124927","132002","117900","119452","151751","156743","134585","146918","140537","140242","164543","157574","152217","146986","126690","156413","177980","168117","165356","166398","170279","190182","194412","182769","192886","185790","166279","166091","195967","179354","190049","182831","178684","194627","217510","201359","201512","178788","170407","181939","195510","195971","181853","172152","196793","190909","187162","211192","200893","195786","157743","206843","200772","209821","206946","192109","210550","227311","204736","228004","209092","216170","194287","188861","227509","233236","211368","213012","216533","200582","242140","235448","220158","257673","178093",
"여행용품, 핸드백 및 유사물품","수출액","천달러","28385","26863","32250","30113","29958","29349","28099","26501","23824","27705","25201","24603","20354","21862","23390","20338","22065","19947","20003","18044","18663","14775","16331","17283","14663","11355","13673","12591","13309","12521","12623","10399","9869","10150","9815","9508","9002","7234","9025","8975","8482","7789","9437","6828","7592","9396","8260","8109","6959","7723","9542","9525","8097","9028","8773","8298","7701","7914","9435","7224","7552","6473","8902","8313","8133","7354","7515","6177","8212","8981","6402","6966","5855","6114","8503","7121","6440","6730","5356","5626","5956","4828","6360","5652","5403","4474","5833","6896","5112","7016","7367","5761","5744","6233","5978","5862","5467","4896","6117","6974","5364","6471","6122","4729","5126","7242","5002","5250","4323","4620","4991","5878","4917","4797","6164","5037","6788","4092","5013","4860","5050","4622","7073","5765","4122","5758","6520","4195","5249","8003","8123","7351","6843","5157","8690","8488","7104","8688","8424","7250","8509","10847","13394","18225","18161","18216","23273","17902","14447","29642","26178","22584","24455","44077","53665","51171","49126","45058","51611","103183","66838","61040","52450","27990","34074","43203","48003","27890","26752","29678","24973","26019","31621","28742","35012","27616","25923","38189","34119","30555","23096","14043","20671","17315","16756","26182","30299","15423","19306","16677","21505","26349","23311","14984","23014","21474","21230","30286","24972","20802","17188","23158","24715","16333","16320","12785","16683","14475","17842","18500","18486","17693","16558","19752","20783","16303","22242","12912","17226","21759","23615","21967","23396","27434","17129","23486","25763","18590","24386","27808",
"여행용품, 핸드백 및 유사물품","수입액","천달러","11905","9873","10888","10033","11548","13266","12706","14427","12645","11799","13648","13946","12789","15075","15603","12157","13358","15185","15899","16643","15933","15491","18274","16524","18994","17572","20293","19199","19892","18636","23723","21165","19494","24992","21352","25382","26027","22747","28241","27855","24449","20603","27634","24108","21805","23842","23007","29834","24521","26902","29554","26367","26553","28912","28053","27290","25717","26508","28707","30850","30849","28405","34040","35877","34354","35592","36801","39818","34284","36759","35970","38227","40528","36904","48475","46200","43779","45597","44908","47885","46766","43378","48524","52496","59872","52178","55045","59738","56073","57139","63291","65509","53652","70400","70003","73742","76304","60812","76114","77974","67050","74418","80741","77265","71450","71448","61487","76949","65489","64872","68286","63510","55994","72933","68567","67002","74695","72824","74104","91359","80112","80057","91481","95268","96847","99310","101025","100102","96762","102309","110713","128664","129599","97022","138192","140193","142990","138031","138850","140734","127080","134191","145611","141179","138702","134663","141468","141717","136503","137363","154879","161436","131834","155081","149812","148460","164677","132633","151914","163478","152799","149571","165794","143196","131265","162569","145462","168185","180487","149153","169614","175478","171431","151284","189690","166322","158670","179115","156441","177650","173889","159808","156927","174735","158650","162355","173156","145887","140094","166603","150334","166660","170640","151789","161916","171617","163468","165391","172381","168362","163276","175274","172811","175157","193845","153247","189962","178941","183728","185044","181598","168103","183378","186502","191591","194383","244867","192471","198517","202891","209845","201726","218722","190714","173315","236727","205460","220234","258896","170398",
"의복제품 및 의복부속품","수출액","천달러","363937","317898","375288","363573","421956","511969","531977","500448","455424","394336","375637","414617","286756","295256","319097","295481","358852","444180","464221","439562","451932","306854","312790","330680","279160","237802","268922","268479","315119","378205","434843","409825","384029","351685","313322","320917","285905","210314","238347","245101","282993","337855","396063","368758","342329","322206","271765","338842","247463","231810","246540","243526","263491","335324","373550","328547","325982","282072","260255","252382","225271","165630","191567","195040","194466","218021","240795","257994","254546","227270","199143","211232","170533","152233","183654","167741","177142","191894","209400","194887","210542","150736","169762","204257","152447","133212","151785","148765","171188","176950","174300","175163","160079","160310","160638","149599","140338","121058","147537","143598","151418","155557","189048","151900","151677","146946","115119","127119","97256","98770","110579","112421","96636","119925","140515","115535","137437","120269","108876","138169","109592","99348","124261","133496","128988","138886","159321","133070","152517","145285","136809","148191","131494","106296","145795","145489","156328","175960","189842","157671","173391","151702","155521","150054","124047","136799","141184","144988","153363","182352","205674","166974","167681","152182","174095","160951","151840","128804","146637","164575","187114","194651","201517","175339","161058","206800","191810","189962","159554","152033","174915","202681","191595","210940","223472","181436","183159","206111","176583","185509","159600","124629","165111","190869","180300","198948","213841","153406","163538","189147","184591","193877","140212","131822","162864","169409","181675","191112","196376","158170","162636","177703","194819","186362","135489","147318","170963","166065","169296","212162","183125","154064","187349","122761","186369","191511","163618","125469","173594","178834","192321","213883","186061","169862","155016","175816","193488","177466","157556","118258",
"의복제품 및 의복부속품","수입액","천달러","81906","65653","84417","82175","86673","106041","133908","151872","140615","158058","123444","91972","108828","82255","109676","108072","108788","113555","156719","183542","181022","206980","157289","114612","141394","113760","134233","155225","145114","132146","202708","266750","264382","319249","219879","160969","195113","143534","186402","191614","144747","156957","238727","290215","287735","323256","207210","181920","215175","165656","231478","228764","165154","171835","226102","298616","288794","337740","244578","173371","220377","154043","215244","238356","185483","157267","199340","336145","351739","353311","279149","222766","300407","200154","304739","317852","251185","199424","253601","385494","456429","435141","379980","259400","367265","306506","294437","374743","276997","233698","332308","447496","456107","563164","371476","294257","429502","280481","366638","412997","275997","243285","348670","439673","488375","430738","272240","234890","315153","200756","277676","267152","167819","192538","258970","339498","422272","377720","292481","266694","311014","282273","297330","347124","259722","252684","314030","454427","525065","556507","476088","366264","489539","300601","483375","462038","352815","330724","482093","705603","802677","763770","506029","431051","570461","399489","533067","438796","336999","356847","462993","620403","802471","782980","534758","428126","579143","473337","551244","563364","404670","382336","596318","765471","922553","1025372","702282","569222","682879","502585","695578","632246","410621","465286","714439","940335","1154764","1145858","590456","539691","720459","683621","617110","604790","412027","482428","693794","909406","1079212","1091083","659766","562935","715452","620580","725260","608840","457803","487715","657996","1005822","1079640","999485","674506","606526","780672","593270","823601","660385","516805","568855","699571","991676","1190177","970435","816859","706232","885569","757586","784809","788187","641177","704468","875117","1095690","1172975","1383363","923533","783596","1009656","673468",
"신발","수출액","천달러","66345","55337","69818","64713","74032","73803","70880","60258","59958","64388","67652","71361","50965","58880","65784","59317","66210","66340","60777","49874","58538","52769","56234","56125","50096","42304","49953","52006","58213","52146","46804","40805","40337","48212","47785","48451","40263","37581","41512","46502","47872","46459","41783","35569","37752","45185","43182","45514","37351","38161","43764","45010","43679","44724","44083","32561","36904","42387","43762","47262","41292","38381","44866","41640","40042","38803","40794","32769","39374","36825","44931","42397","32953","34332","44997","39958","40162","40609","36767","36507","40235","37183","41541","41383","39264","28835","43084","41723","41121","41100","39472","31084","33134","41745","44188","37887","37472","31720","40599","46913","42418","40326","45383","35032","40751","43319","40052","39081","29087","28184","32486","33624","28609","30426","34576","25071","31494","30785","33057","37710","31477","27404","35078","41148","35284","41489","39712","32192","31028","39731","40088","41232","36112","30870","39859","40797","39464","39350","40462","37906","40098","38704","39819","40032","33645","39328","39639","36800","35583","35724","45212","37091","39992","42084","47881","41407","41459","35243","43280","48978","44031","44306","45575","39454","38994","46934","49066","45483","40980","37743","41482","41227","39972","35447","43118","35666","37323","49073","38716","43077","37610","27539","43950","43220","38072","40772","44247","32563","35959","46103","40733","45603","34275","34141","47428","41139","37742","44073","42612","37577","38916","39630","44076","43324","34251","39776","43334","34071","36810","43033","36389","37742","46657","35150","49193","48076","42375","32705","39691","40504","40126","44651","47470","44191","39439","45897","46031","44886","38978","34277",
